Player,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Venue,Start Date
AM Rahane,Rajasthan Royals,Delhi Daredevils,18,0,-,17,1,1,105.88,2,Jaipur,12-Apr-11
LRPL Taylor,Rajasthan Royals,Delhi Daredevils,18,1,-,10,1,1,180,2,Jaipur,12-Apr-11
SK Trivedi,Rajasthan Royals,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Jaipur,12-Apr-11
SW Tait,Rajasthan Royals,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Jaipur,12-Apr-11
AS Raut,Rajasthan Royals,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Jaipur,12-Apr-11
A Singh,Rajasthan Royals,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Jaipur,12-Apr-11
SK Warne,Rajasthan Royals,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Jaipur,12-Apr-11
JH Kallis,Kolkata Knight Riders,Deccan Chargers,53,0,-,45,7,1,117.77,1,Kolkata,11-Apr-11
MS Bisla,Kolkata Knight Riders,Deccan Chargers,19,0,-,21,3,0,90.47,1,Kolkata,11-Apr-11
G Gambhir,Kolkata Knight Riders,Deccan Chargers,29,0,-,18,4,0,161.11,1,Kolkata,11-Apr-11
MK Tiwary,Kolkata Knight Riders,Deccan Chargers,30,1,-,21,2,2,142.85,1,Kolkata,11-Apr-11
YK Pathan,Kolkata Knight Riders,Deccan Chargers,22,0,-,15,4,0,146.66,1,Kolkata,11-Apr-11
EJG Morgan,Kolkata Knight Riders,Deccan Chargers,DNB,0,-,-,-,-,-,1,Kolkata,11-Apr-11
RN ten Doeschate,Kolkata Knight Riders,Deccan Chargers,DNB,0,-,-,-,-,-,1,Kolkata,11-Apr-11
R Bhatia,Kolkata Knight Riders,Deccan Chargers,DNB,0,-,-,-,-,-,1,Kolkata,11-Apr-11
Iqbal Abdulla,Kolkata Knight Riders,Deccan Chargers,DNB,0,-,-,-,-,-,1,Kolkata,11-Apr-11
L Balaji,Kolkata Knight Riders,Deccan Chargers,DNB,0,-,-,-,-,-,1,Kolkata,11-Apr-11
JD Unadkat,Kolkata Knight Riders,Deccan Chargers,DNB,0,-,-,-,-,-,1,Kolkata,11-Apr-11
S Dhawan,Deccan Chargers,Kolkata Knight Riders,7,0,-,7,1,0,100,2,Kolkata,11-Apr-11
IR Jaggi,Deccan Chargers,Kolkata Knight Riders,3,0,-,9,0,0,33.33,2,Kolkata,11-Apr-11
B Chipli,Deccan Chargers,Kolkata Knight Riders,48,0,-,40,6,1,120,2,Kolkata,11-Apr-11
KC Sangakkara,Deccan Chargers,Kolkata Knight Riders,16,0,-,15,2,0,106.66,2,Kolkata,11-Apr-11
JP Duminy,Deccan Chargers,Kolkata Knight Riders,6,0,-,8,0,0,75,2,Kolkata,11-Apr-11
DT Christian,Deccan Chargers,Kolkata Knight Riders,25,0,-,13,1,2,192.3,2,Kolkata,11-Apr-11
DB Ravi Teja,Deccan Chargers,Kolkata Knight Riders,14,0,-,10,1,1,140,2,Kolkata,11-Apr-11
DW Steyn,Deccan Chargers,Kolkata Knight Riders,13,0,-,12,1,0,108.33,2,Kolkata,11-Apr-11
A Mishra,Deccan Chargers,Kolkata Knight Riders,12,1,-,5,1,1,240,2,Kolkata,11-Apr-11
I Sharma,Deccan Chargers,Kolkata Knight Riders,1,1,-,1,0,0,100,2,Kolkata,11-Apr-11
PP Ojha,Deccan Chargers,Kolkata Knight Riders,DNB,0,-,-,-,-,-,2,Kolkata,11-Apr-11
AC Gilchrist,Kings XI Punjab,Pune Warriors,1,0,-,3,0,0,33.33,1,DY Patil,10-Apr-11
SE Marsh,Kings XI Punjab,Pune Warriors,1,0,-,3,0,0,33.33,1,DY Patil,10-Apr-11
PC Valthaty,Kings XI Punjab,Pune Warriors,6,0,-,6,1,0,100,1,DY Patil,10-Apr-11
KD Karthik,Kings XI Punjab,Pune Warriors,0,0,-,7,0,0,0,1,DY Patil,10-Apr-11
AM Nayar,Kings XI Punjab,Pune Warriors,12,0,-,18,2,0,66.66,1,DY Patil,10-Apr-11
Sunny Singh,Kings XI Punjab,Pune Warriors,12,0,-,6,3,0,200,1,DY Patil,10-Apr-11
R McLaren,Kings XI Punjab,Pune Warriors,51,1,-,43,6,1,118.6,1,DY Patil,10-Apr-11
PP Chawla,Kings XI Punjab,Pune Warriors,15,0,-,28,0,0,53.57,1,DY Patil,10-Apr-11
P Kumar,Kings XI Punjab,Pune Warriors,3,0,-,5,0,0,60,1,DY Patil,10-Apr-11
NJ Rimmington,Kings XI Punjab,Pune Warriors,1,1,-,1,0,0,100,1,DY Patil,10-Apr-11
BA Bhatt,Kings XI Punjab,Pune Warriors,DNB,0,-,-,-,-,-,1,DY Patil,10-Apr-11
GC Smith,Pune Warriors,Kings XI Punjab,0,0,-,1,0,0,0,2,DY Patil,10-Apr-11
JD Ryder,Pune Warriors,Kings XI Punjab,31,0,-,17,6,0,182.35,2,DY Patil,10-Apr-11
M Manhas,Pune Warriors,Kings XI Punjab,35,0,-,32,5,1,109.37,2,DY Patil,10-Apr-11
RV Uthappa,Pune Warriors,Kings XI Punjab,22,1,-,14,1,2,157.14,2,DY Patil,10-Apr-11
Yuvraj Singh,Pune Warriors,Kings XI Punjab,21,1,-,15,2,1,140,2,DY Patil,10-Apr-11
R Sharma,Pune Warriors,Kings XI Punjab,DNB,0,-,-,-,-,-,2,DY Patil,10-Apr-11
MD Mishra,Pune Warriors,Kings XI Punjab,DNB,0,-,-,-,-,-,2,DY Patil,10-Apr-11
WD Parnell,Pune Warriors,Kings XI Punjab,DNB,0,-,-,-,-,-,2,DY Patil,10-Apr-11
AC Thomas,Pune Warriors,Kings XI Punjab,DNB,0,-,-,-,-,-,2,DY Patil,10-Apr-11
SB Wagh,Pune Warriors,Kings XI Punjab,DNB,0,-,-,-,-,-,2,DY Patil,10-Apr-11
M Kartik,Pune Warriors,Kings XI Punjab,DNB,0,-,-,-,-,-,2,DY Patil,10-Apr-11
DA Warner,Delhi Daredevils,Mumbai Indians,1,0,-,3,0,0,33.33,1,Delhi,10-Apr-11
V Sehwag,Delhi Daredevils,Mumbai Indians,19,0,-,16,2,1,118.75,1,Delhi,10-Apr-11
UBT Chand,Delhi Daredevils,Mumbai Indians,0,0,-,2,0,0,0,1,Delhi,10-Apr-11
AJ Finch,Delhi Daredevils,Mumbai Indians,8,0,-,12,1,0,66.66,1,Delhi,10-Apr-11
NV Ojha,Delhi Daredevils,Mumbai Indians,29,0,-,30,2,1,96.66,1,Delhi,10-Apr-11
Y Venugopal Rao,Delhi Daredevils,Mumbai Indians,26,0,-,25,3,0,104,1,Delhi,10-Apr-11
IK Pathan,Delhi Daredevils,Mumbai Indians,0,0,-,1,0,0,0,1,Delhi,10-Apr-11
RE van der Merwe,Delhi Daredevils,Mumbai Indians,8,1,-,6,1,0,133.33,1,Delhi,10-Apr-11
M Morkel,Delhi Daredevils,Mumbai Indians,0,0,-,2,0,0,0,1,Delhi,10-Apr-11
UT Yadav,Delhi Daredevils,Mumbai Indians,0,0,-,4,0,0,0,1,Delhi,10-Apr-11
AB Dinda,Delhi Daredevils,Mumbai Indians,0,0,-,5,0,0,0,1,Delhi,10-Apr-11
DJ Jacobs,Mumbai Indians,Delhi Daredevils,1,0,-,6,0,0,16.66,2,Delhi,10-Apr-11
SR Tendulkar,Mumbai Indians,Delhi Daredevils,46,1,-,50,3,1,92,2,Delhi,10-Apr-11
AT Rayudu,Mumbai Indians,Delhi Daredevils,14,0,-,15,2,0,93.33,2,Delhi,10-Apr-11
RG Sharma,Mumbai Indians,Delhi Daredevils,27,1,-,30,3,0,90,2,Delhi,10-Apr-11
AG Murtaza,Mumbai Indians,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Delhi,10-Apr-11
AG Murtaza,Mumbai Indians,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Delhi,10-Apr-11
JEC Franklin,Mumbai Indians,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Delhi,10-Apr-11
KA Pollard,Mumbai Indians,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Delhi,10-Apr-11
MM Patel,Mumbai Indians,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Delhi,10-Apr-11
R Sathish,Mumbai Indians,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Delhi,10-Apr-11
SL Malinga,Mumbai Indians,Delhi Daredevils,DNB,0,-,-,-,-,-,2,Delhi,10-Apr-11
BB McCullum,Kochi Tuskers Kerala,Royal Challengers Bangalore,45,0,-,32,4,2,140.62,1,Kochi,9-Apr-11
VVS Laxman,Kochi Tuskers Kerala,Royal Challengers Bangalore,36,0,-,29,2,2,124.13,1,Kochi,9-Apr-11
DPMD Jayawardene,Kochi Tuskers Kerala,Royal Challengers Bangalore,18,0,-,18,2,0,100,1,Kochi,9-Apr-11
BJ Hodge,Kochi Tuskers Kerala,Royal Challengers Bangalore,27,0,-,21,3,0,128.57,1,Kochi,9-Apr-11
RA Jadeja,Kochi Tuskers Kerala,Royal Challengers Bangalore,23,1,-,16,2,1,143.75,1,Kochi,9-Apr-11
RV Gomez,Kochi Tuskers Kerala,Royal Challengers Bangalore,0,0,-,1,0,0,0,1,Kochi,9-Apr-11
PA Patel,Kochi Tuskers Kerala,Royal Challengers Bangalore,1,1,-,4,0,0,25,1,Kochi,9-Apr-11
RP Singh,Kochi Tuskers Kerala,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Kochi,9-Apr-11
S Sreesanth,Kochi Tuskers Kerala,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Kochi,9-Apr-11
M Muralidaran,Kochi Tuskers Kerala,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Kochi,9-Apr-11
R Vinay Kumar,Kochi Tuskers Kerala,Royal Challengers Bangalore,DNB,0,-,-,-,-,-,1,Kochi,9-Apr-11
MA Agarwal,Royal Challengers Bangalore,Kochi Tuskers Kerala,33,0,-,24,2,2,137.5,2,Kochi,9-Apr-11
TM Dilshan,Royal Challengers Bangalore,Kochi Tuskers Kerala,1,0,-,4,0,0,25,2,Kochi,9-Apr-11
V Kohli,Royal Challengers Bangalore,Kochi Tuskers Kerala,23,0,-,18,4,0,127.77,2,Kochi,9-Apr-11
AB de Villiers,Royal Challengers Bangalore,Kochi Tuskers Kerala,54,1,-,40,1,5,135,2,Kochi,9-Apr-11
SS Tiwary,Royal Challengers Bangalore,Kochi Tuskers Kerala,26,0,-,24,2,0,108.33,2,Kochi,9-Apr-11
AUK Pathan,Royal Challengers Bangalore,Kochi Tuskers Kerala,12,1,-,4,3,0,300,2,Kochi,9-Apr-11
Z Khan,Royal Challengers Bangalore,Kochi Tuskers Kerala,DNB,0,-,-,-,-,-,2,Kochi,9-Apr-11
A Mithun,Royal Challengers Bangalore,Kochi Tuskers Kerala,DNB,0,-,-,-,-,-,2,Kochi,9-Apr-11
DP Nannes,Royal Challengers Bangalore,Kochi Tuskers Kerala,DNB,0,-,-,-,-,-,2,Kochi,9-Apr-11
CA Pujara,Royal Challengers Bangalore,Kochi Tuskers Kerala,DNB,0,-,-,-,-,-,2,Kochi,9-Apr-11
DL Vettori,Royal Challengers Bangalore,Kochi Tuskers Kerala,DNB,0,-,-,-,-,-,2,Kochi,9-Apr-11
S Dhawan,Deccan Chargers,Rajasthan Royals,24,0,-,15,2,1,160,1,Hyderabad (Deccan),9-Apr-11
IR Jaggi,Deccan Chargers,Rajasthan Royals,25,0,-,28,3,0,89.28,1,Hyderabad (Deccan),9-Apr-11
KC Sangakkara,Deccan Chargers,Rajasthan Royals,0,0,-,3,0,0,0,1,Hyderabad (Deccan),9-Apr-11
B Chipli,Deccan Chargers,Rajasthan Royals,6,0,-,9,1,0,66.66,1,Hyderabad (Deccan),9-Apr-11
JP Duminy,Deccan Chargers,Rajasthan Royals,14,0,-,17,0,1,82.35,1,Hyderabad (Deccan),9-Apr-11
DT Christian,Deccan Chargers,Rajasthan Royals,26,0,-,19,1,2,136.84,1,Hyderabad (Deccan),9-Apr-11
DB Ravi Teja,Deccan Chargers,Rajasthan Royals,28,0,-,20,2,1,140,1,Hyderabad (Deccan),9-Apr-11
DW Steyn,Deccan Chargers,Rajasthan Royals,7,0,-,6,1,0,116.66,1,Hyderabad (Deccan),9-Apr-11
A Mishra,Deccan Chargers,Rajasthan Royals,2,1,-,2,0,0,100,1,Hyderabad (Deccan),9-Apr-11
I Sharma,Deccan Chargers,Rajasthan Royals,1,1,-,1,0,0,100,1,Hyderabad (Deccan),9-Apr-11
